reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cleaned_content,sentiment
5f849859-e728-4cf1-9df9-4507d1e1c290,Kifle Getawork,https://play-lh.googleusercontent.com/a-/ALV-UjWwPvl-uBTon5Y1Omk6r-yQiCrk6YNeRzc2vwd3AP7ZBz77ELQ6PQ,The Driver Droped me off before my destination,1,0,0.46.04,2025-07-29T17:26:09,,,0.46.04,driver droped destination,negative
bc2354ac-aaa6-4f56-a011-67b2b3c238ec,Aim4 Beyond,https://play-lh.googleusercontent.com/a/ACg8ocJ8haRPi_VW5lsN16hQDpUE8f3f24u6P2mvRwSw8wBpampb4g=mo,my wallet says I'm on debt -1.7k tried n called the operators they say it's okay but fix it,1,0,,2025-07-28T22:23:56,,,,wallet says im debt 17k tried n called operators say okay fix,negative
b7436b35-a27a-4d5a-ae2c-0307c4891846,sami Atsbeha,https://play-lh.googleusercontent.com/a-/ALV-UjU71zza5V8t_4m_4i0BuwssbATGT94QCUxMiABHcGFfyVbF7lo,satisfied,5,0,0.46.04,2025-07-26T20:00:06,,,0.46.04,satisfied,positive
ece4da20-5476-4b70-bf32-3bc06e6f4e85,dawit ketema,https://play-lh.googleusercontent.com/a/ACg8ocKecQO_d0XDh-qt8OxXEbG8nSB-CSRDddRvArQ7ycbbZGtRLQ=mo,Excellent,5,0,0.46.04,2025-07-26T13:28:50,,,0.46.04,excellent,positive
fe0cf5ab-6f6e-451f-a0f1-f42ee21cdfb1,Dawit Berhanu,https://play-lh.googleusercontent.com/a-/ALV-UjXqP4FGXZmxcHLPU2ohuv8KGQCWU4JA3KOtfu9ZEHdJMHg8QkkH,wonderful system,5,0,,2025-07-25T14:32:22,,,,wonderful system,positive
a490efc1-9ab9-4acf-aff3-8975eee88422,Ayana Gebremichael,https://play-lh.googleusercontent.com/a-/ALV-UjXT-Ej2_zG8eeqxUH1jTIhhuoMJGf9jFDmGVD0-UTWLlDgur85L,best,5,0,0.46.04,2025-07-24T14:22:44,,,0.46.04,best,positive
2c0b16df-a4d2-4fce-8664-77e840e83206,Samuel Mungujakisa,https://play-lh.googleusercontent.com/a-/ALV-UjUYGD6HJ9Ux1piVCWhFmtX4ics6uh4TAvHEatQvMehsTRcr1O5i_w,"it was easy to order, the driver showed up in a cool electric car and on the, despite the complex location I was in (Marketo).",5,61,0.46.04,2025-07-18T14:51:27,,,0.46.04,easy order driver showed cool electric car despite complex location marketo,positive
67263ae2-67da-47de-b978-72ef5e550003,hailu asema,https://play-lh.googleusercontent.com/a/ACg8ocI18lvZrtmhUEnMIqiSrxNrT7ezjM--LOTaLUjbhUKfLbpip28=mo,great,4,0,0.46.04,2025-07-14T16:57:39,,,0.46.04,great,positive
706f6371-16e8-44f3-808e-32a4499cff93,obsa gesula,https://play-lh.googleusercontent.com/a-/ALV-UjUOkxAIekD03jxY_VYXYGU3WZNULXSdp7svymJI2FcQotdh_1D1,good,4,0,0.45.08,2025-07-12T22:02:26,,,0.45.08,good,positive
d9a1fdea-3cb6-4495-8bf9-4972e70a3a88,Masresha Worku,https://play-lh.googleusercontent.com/a/ACg8ocK6u7crsjTMUzQIeeKHoJtw5J6CRGg5t7XU7HDNKZ8kdhKBzg=mo,"very, professional and skilled",5,0,0.46.03,2025-07-11T14:12:38,,,0.46.03,professional skilled,positive
87c5aa79-bf37-4df0-b2df-031c25bf1a22,hayder awell,https://play-lh.googleusercontent.com/a/ACg8ocIqrfShgrJkjwrWOiA0-uJ1SZ6BC01cSNzAf0gVwd5LDRaRfXs=mo,too fast,5,0,0.46.04,2025-07-11T11:49:35,,,0.46.04,fast,positive
c7b231ce-456c-4c63-9c25-f55b502cb43c,Ariam A,https://play-lh.googleusercontent.com/a/ACg8ocKyHUSSkA6Fu51J83RTo77vvCj-E3flqLqBf9JEkjs2LnLKWA=mo,great service,5,0,0.46.03,2025-07-07T18:15:20,,,0.46.03,great service,positive
3fa3e880-6eb0-4f97-8d2c-e1f6f664879c,Adedotun Oshagbemi,https://play-lh.googleusercontent.com/a-/ALV-UjWuAQ7gYkmBmCe6SpJ-nf13S6BC3YodXClWID6mPwwAtU9akvI,sublime,4,0,0.46.03,2025-06-28T16:53:29,,,0.46.03,sublime,positive
93b8edf2-108a-4bcf-be13-99d7335c14aa,Tesfahun Abye,https://play-lh.googleusercontent.com/a-/ALV-UjVhrPJuCDTYuz4Tim7fEsn0vVv0ZkWqXwztaERXOA3Zn9GBkNPW,ride is very efficient and effective,5,0,0.46.03,2025-06-28T13:23:44,,,0.46.03,ride efficient effective,positive
928e9d73-b0be-4e4e-af73-fb65af8636c3,Smish,https://play-lh.googleusercontent.com/a-/ALV-UjXbzx4d9sf_hz9-c179xNeRhhSYrSPn0E6yOmRNvOQdfx3Ee8gv,Excellent app. Please provide an option to pay with CASH instead of Ride Wallet.,4,3,0.46.03,2025-06-27T13:44:47,,,0.46.03,excellent app please provide option pay cash instead ride wallet,positive
89ebf8e5-e37b-4572-9d9d-e6b34cbb9238,niman abdi,https://play-lh.googleusercontent.com/a-/ALV-UjV_hZhnqGbjZH_jQrapV141YAqSKC-BNhW5Lx5LUCtJhJ0DIZc,Excellent app,5,0,0.46.03,2025-06-23T12:21:44,,,0.46.03,excellent app,positive
50284c1a-1ae5-4aee-a8f8-b0184b1a3efe,Mahder Tesfaye,https://play-lh.googleusercontent.com/a/ACg8ocIpu69RZa9Eua4dw9S0hz-R7wAw-1NaC_POb1wtVNW-SYn28A=mo,They are scammers ! they make you pay for traffic jam,1,0,,2025-06-19T19:20:16,,,,scammers make pay traffic jam,negative
22c993c9-eeae-49d0-953d-3fed85c4cae3,mohammed hassan fadoul,https://play-lh.googleusercontent.com/a-/ALV-UjXqOvDFxlbMHcd3RxCz8D_sNfRr-EyLuy609fCbIY70vbUgxUk,very nice app wish all the best for ride company,5,1,0.46.03,2025-06-10T10:37:48,,,0.46.03,nice app wish best ride company,positive
b31fbd6b-8908-48da-8e7f-c64673b47a84,Samuel Leumas,https://play-lh.googleusercontent.com/a/ACg8ocLYpzl30t7fcA8SgM7D-LEmNWb0cZ13rsfW78BvRBugZbA6_w=mo,😊,5,0,0.46.03,2025-06-08T21:20:46,,,0.46.03,,neutral
b1348d5b-c426-4490-8ad7-cc1c80afc39f,Tsegaye Teni,https://play-lh.googleusercontent.com/a-/ALV-UjVbkKJAVwLSIOqD_YgdwZXcpzPlUVpX_YR5YWI8WcL1Luu8f-O-,convenient Riding service,5,0,0.46.02,2025-06-03T15:30:59,,,0.46.02,convenient riding service,positive
a66e74ce-b637-4be7-8867-b38e387c426b,Beka Megersa,https://play-lh.googleusercontent.com/a-/ALV-UjWn_EBqVtPQlaoJ3NZP2pA2-9ZmbFDOE7NftqTnPtKOrLMA6Ope,Polite personality,5,0,0.46.02,2025-06-02T19:14:04,,,0.46.02,polite personality,positive
a5601386-4118-4d21-b2d5-2a9506776aea,Gilbert Wanjiku,https://play-lh.googleusercontent.com/a-/ALV-UjXWME1RwBQEOoiM6YEJSZ04e5V3DDm-6ofR_l3snN-Hnr8MhWPGKw,"Never dare to order food through this app, the driver will call and extort you. The support team can't even help you.",1,3,0.46.02,2025-05-31T21:14:34,,,0.46.02,never dare order food app driver call extort support team cant even help,negative
a11e67f9-ac56-4451-90dd-de0b3aec0abf,Leykun,https://play-lh.googleusercontent.com/a/ACg8ocJ6sXFSlZBrWJM0u-2ZUDuZ_5r7yc-6IQ45tPyFNRPPmXNwrA=mo,it's accurate and on time service,5,0,0.45.07,2025-05-29T19:19:02,,,0.45.07,accurate time service,positive
8a7a195f-6a4e-4c41-8915-34bd9756be46,guleid waberi,https://play-lh.googleusercontent.com/a/ACg8ocJZRGvgWp41K_YpUr28jnc6BMDLWHZNJqQ9uJjEdGxJJu3nsg=mo,Good driver and and reasonable price 👍🏽,5,0,0.46.02,2025-05-26T16:29:22,,,0.46.02,good driver reasonable price,positive
40844146-0a77-4160-aba7-50b795b6d9a6,Benedict Irwin,https://play-lh.googleusercontent.com/a/ACg8ocJCFIRLiGMr-kWO3FdKzT8FyLiAhGcW3jd5RAM2jAdCzD5t-Q=mo,very good driver 👌,5,0,0.46.01,2025-05-26T08:39:56,,,0.46.01,good driver,positive
598c4bd4-0b4a-4ad1-a254-ab2312227b3a,Petros Tilahun,https://play-lh.googleusercontent.com/a-/ALV-UjW7OWP2KlnJHX6CQadgD9nir0_v-DTyy63DW_p34OUJrPREsvMR,amazing driver,5,0,,2025-05-25T15:16:22,,,,amazing driver,positive
1b1c22db-29fd-425f-b84d-b1c2e1ce8743,Daniel Gebre,https://play-lh.googleusercontent.com/a-/ALV-UjWWQ-Us9-YlYFwOHG1eEt4S9c3HTxLqbk763zxxTd6cb35kl3zx,Best driver ever. He followed the map perfectly. Humble and very good driver,5,1,0.46.01,2025-05-24T09:42:20,,,0.46.01,best driver ever followed map perfectly humble good driver,positive
8a2c4d39-e2d0-4e7b-a976-a16d14c5db90,ethi0nz,https://play-lh.googleusercontent.com/a/ACg8ocI4XOSWjr4NXYM-TWcHiZUQrGJBreGFilnSqBwvfy7xiiJGCg=mo,It's a good app. My only complaint is a lot of these drivers do not use the map to find you. They'll ask you a million questions to find out where you are instead of just looking at the gps. I've had to cancel rides because the driver couldn't find me. Please teach these drivers about the gps/map it seems like 80% of them don't know it exists,4,130,0.46.02,2025-05-22T15:43:04,,,0.46.02,good app complaint lot drivers use map find theyll ask million questions find instead looking gps ive cancel rides driver couldnt find please teach drivers gpsmap seems like 80 dont know exists,neutral
7ba34a21-24bb-4082-a1eb-595032f525e4,Achille Sr Octavien,https://play-lh.googleusercontent.com/a-/ALV-UjURoVTI1fQpnoUNkkgkLuKylDtqBNLbox6k_NyTAqIBiNfunU7o5A,clean car and respectful driver....great service overall,5,0,0.46.02,2025-05-21T13:42:31,,,0.46.02,clean car respectful drivergreat service overall,positive
445e6fd5-c1aa-41a2-b631-f680d922692d,Sisay Tegegne,https://play-lh.googleusercontent.com/a/ACg8ocKjjwoXXQIrWo0Id4wAAr8gsfGeeoTiZZinMSBmlZx744n8oQ=mo,Thank you the most beautiful hospitality,5,0,0.46.02,2025-05-19T10:31:40,,,0.46.02,thank beautiful hospitality,positive
006ae58e-c7aa-43c0-ab42-596f88fccb8b,Lem Mule,https://play-lh.googleusercontent.com/a/ACg8ocILGgGxs6O7wepK6zSBVbOtlqDqBdLY37tuUUFG5GSOdbiZZw=mo,it's simple and fast.i like it!!!,5,0,,2025-05-16T21:26:40,,,,simple fasti like,positive
ffbc3477-a457-41ac-84c5-4b480062c368,Reta Tadesse,https://play-lh.googleusercontent.com/a-/ALV-UjWbEODEA_9YrIIj43Tuu4mcZ3GzFOGKjqIJr_htm0rte28vL76c,ok,5,0,0.46.02,2025-05-15T05:35:48,,,0.46.02,ok,neutral
b4b038e4-505d-40b5-9210-02b9045b21d1,Enyew Eshete,https://play-lh.googleusercontent.com/a-/ALV-UjW4waVgdM0NM2yspg23ByrDdnmIpChg4pqkDp5PvhtVRLvjSxEr,"Respectful and kind drive, clean and attractive interior, safe ride.",5,7,0.46.02,2025-05-14T15:26:00,,,0.46.02,respectful kind drive clean attractive interior safe ride,positive
ac17a726-6dcd-47c7-ae32-eab69186bea4,Girma Negash,https://play-lh.googleusercontent.com/a/ACg8ocJApgRY0SrMe49I1kInV8RDdEUeDe-Qq-zs1X8xGD91nHJ9-Q=mo,"well done,Thanks",4,0,0.46.01,2025-05-10T20:46:29,,,0.46.01,well donethanks,positive
7b4ce1a8-813f-407c-9650-d58d2e703606,Madalitso Lowole,https://play-lh.googleusercontent.com/a-/ALV-UjXwUJV7nEpZgQdFHZ5Wk3EAGhi2b86Ck9Ddz2C_weBHc8MzkHJ0,Movement made easy,5,0,0.46.01,2025-05-10T12:47:56,,,0.46.01,movement made easy,positive
c6dc6b0d-47f3-4b5a-a216-a4f0a8608fb3,African Israeli Agro Projects,https://play-lh.googleusercontent.com/a/ACg8ocIx_-XbWg9v0XVnlukmFljGDldBMvFFyNv8tSvNOvvsyTOaKA=mo,reasonable service - better if having change from 100 birr. he didn't have. a bit annoying,4,0,0.46.01,2025-05-06T08:44:11,,,0.46.01,reasonable service better change 100 birr didnt bit annoying,neutral
39cac81b-c452-4ecd-95d9-b6d8cdf764d9,Samuel Mesfin,https://play-lh.googleusercontent.com/a-/ALV-UjWaKKyHgZsX8HDWlOS0y9DR70FbaiyKEv7bOOwP-2ixvuM_qQpP,Safeway😉,5,0,0.45.07,2025-05-04T08:16:44,,,0.45.07,safeway,positive
a7c5d2e3-1a47-431b-884b-14faefa89752,Robel getachew,https://play-lh.googleusercontent.com/a-/ALV-UjV85Af4xqbl0W8i_ZpGNXYjPBYkCb0VPhldchOxQ8a9GKbg4N3b,እጅግ በጣም ጥሩና የተረጋጋ ሃላፊነትን በመሸከም የሚያሽከረክር ሹፌር ነው።,5,0,0.45.08,2025-04-27T20:22:13,,,0.45.08,እጅግ በጣም ጥሩና የተረጋጋ ሃላፊነትን በመሸከም የሚያሽከረክር ሹፌር ነው,positive
1a445a10-8ba9-4e68-a095-0e9b1c77897f,Sara Sara,https://play-lh.googleusercontent.com/a/ACg8ocK2qISHhG2m7Dnjwza5ijWou3YASgHNocDDZERNo72inpa4Ag=mo,It has best map system for the app,5,0,0.46.01,2025-04-27T16:18:39,,,0.46.01,best map system app,positive
9d5cfd9a-ef9b-4fbe-af01-8ee24844214a,Samuel Fisseha,https://play-lh.googleusercontent.com/a/ACg8ocJvDs_4OxuQd6pD_jc9w0l74wOJ7S-2cSValOgctNHpCTy73HU=mo,Pls Some of us don't know Our drop off in the map! pls let as just text,3,0,0.46.01,2025-04-27T12:47:42,,,0.46.01,pls us dont know drop map pls let text,negative
5b48966f-e9d3-4870-8da1-140d5e90edb0,PK pk,https://play-lh.googleusercontent.com/a/ACg8ocLPTk7yGFqsIKceyPaFoPWP2kcSg9TsVe3nIG7wWnYzZE7rRg=mo,very polite guy,5,0,,2025-04-26T21:06:52,,,,polite guy,neutral
263f93c8-4453-43aa-8e3d-c940a123b220,Nahom Tesfaye,https://play-lh.googleusercontent.com/a-/ALV-UjWev-HuZMCJQL7KzbLE-NO9KMwjVK2BfRQsuayjr9JwSFeEboeH,it still has some kind of bug. It show negative -678 not paid balance on my wallet which is false. I couldn't use my ride point which I have around 5900 point but it says try again later and it's about to expire saying that. your user help contact phone number doesn't work. Very disappointed. Feres is better goodbye ride. and I did give more info on your email and no response!!!,1,7,0.46.01,2025-04-25T14:32:10,That doesn't sound right! Can you give us more information at support@ride8294.com so that we can investigate.,2022-01-12 15:12:58,0.46.01,still kind bug show negative 678 paid balance wallet false couldnt use ride point around 5900 point says try later expire saying user help contact phone number doesnt work disappointed feres better goodbye ride give info email response,negative
7117f0ce-5a90-47b0-8d6b-8894421f1e55,Kyle Johnson,https://play-lh.googleusercontent.com/a/ACg8ocIWG07Dj2wHhw5MSVAtd5N9q6lXP4gTqf6G-N4Rpv9gE4lOlw=mo,Easy to use,5,0,0.46.01,2025-04-24T22:25:40,,,0.46.01,easy use,positive
8f1b2fb3-aa64-4748-8205-0aadc2dd681c,Abiy Abera,https://play-lh.googleusercontent.com/a-/ALV-UjUEywK-STWvIVJznln6mwQUp8fvCwirCm0Uk5bpjh30CZ6vbN_u,expensive,2,0,0.46.01,2025-04-22T16:00:43,,,0.46.01,expensive,negative
9dbc7941-568b-4632-979d-27723ba57e90,adisu fesha,https://play-lh.googleusercontent.com/a-/ALV-UjVRC25EYJBb1bsJ-Nb18GK0sLrORbujwib-ynuacOiCNpCyTL_o,good job,5,0,0.46.01,2025-04-21T13:38:03,,,0.46.01,good job,positive
73ad6a66-6ac9-4017-af1d-8ca03a703efe,Afrah Mohammednur,https://play-lh.googleusercontent.com/a/ACg8ocIuaytmQsZCDdC7gGa3W0wv-cThyfzjEMAsp4Vuq4yLzEC-8A=mo,the driver is the best,5,0,0.45.08,2025-04-20T19:17:40,,,0.45.08,driver best,positive
24ba31e4-6291-403e-9227-cf81b6aa66a1,Anton,https://play-lh.googleusercontent.com/a/ACg8ocLJOFr85OID7av7Eli2hOslfpFI512PMh9LPGZlIdQi_gEmdQ=mo,Cannot even add a card,1,0,0.46.01,2025-04-16T20:12:20,,,0.46.01,even add card,positive
880bbc06-0577-4c3b-b064-c74101b79c45,Ephrem Weledekidane,https://play-lh.googleusercontent.com/a-/ALV-UjWMcYY-9rQj6Sicm9OixZ0D_jtsSLNsyVmODSga09VOt6d_rzFt,"Satisfied, I am!",5,0,0.46.01,2025-04-15T05:27:18,,,0.46.01,satisfied,positive
3de61915-76e8-49be-ad71-b5dc3d33c7a9,Abdulhafiz Kedir,https://play-lh.googleusercontent.com/a-/ALV-UjV6wW5U1zFUWvZ7HRCZZwAlJ_ozcKrRv1F97dEpnDTGCHdzFRk,its good,3,0,0.46.01,2025-04-08T16:48:00,,,0.46.01,good,positive
5dce3f6d-3f18-4f16-b415-ad8d4b95dd82,Md. Jamshed Ali,https://play-lh.googleusercontent.com/a-/ALV-UjUar-S8sYnVu5QJEt_MNrsLMkmSE3C0vS2rYoZkapwkcQXjIp8,good experience,5,0,0.45.08,2025-04-08T11:49:07,,,0.45.08,good experience,positive
95923fa2-e385-4227-a07c-3181ebf67944,A B,https://play-lh.googleusercontent.com/a/ACg8ocLL8dvdjJw9nu7SSS3m14uwLTZQVN0arb9t8dWRBBxrB0u9nQ=mo,Horrible. Drivers are unreliable. Drivers cancel rides. Drivers don't stick to price on app. There's no customer service email or number. No one to complain or dispute fares.,1,18,0.45.08,2025-04-02T03:00:52,,,0.45.08,horrible drivers unreliable drivers cancel rides drivers dont stick price app theres customer service email number one complain dispute fares,negative
a9321d20-9480-4f3d-b4df-6ee2e5b1b2f3,Noeline Aluoch,https://play-lh.googleusercontent.com/a/ACg8ocLadLR4UR2c4pPe-lCgyUCgZIpfjREIQwN4_Pv6QQHITgQyZg=mo,very efficient,5,0,0.46.01,2025-04-01T14:20:31,,,0.46.01,efficient,positive
6dab66a6-1f32-4728-9656-eba66a1fd01e,Rediet Anteneh,https://play-lh.googleusercontent.com/a-/ALV-UjUuonymG3ZSmw7da3a-6JBvjaLA5FJToUz1WmXRQBZQ3uZwB9c,such a good service thank you 😊,5,0,0.45.08,2025-03-29T07:29:20,,,0.45.08,good service thank,positive
3dfd5159-7864-4594-a773-d22a386e1eaf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,perfe,5,0,0.45.08,2025-03-24T21:47:51,,,0.45.08,perfe,positive
66454466-1e44-483a-ba04-fd64fc35dc87,Bethal Samuel,https://play-lh.googleusercontent.com/a/ACg8ocKmVVE92tYp0nYylFvHb1GUwHbamlhPWVTpiIcQBcmj8oQC4Ss=mo,always great,5,0,0.45.08,2025-03-24T21:18:25,,,0.45.08,always great,positive
d12fc772-5006-4348-8f6d-2da7b27a3a24,Afran Qallo Tube,https://play-lh.googleusercontent.com/a-/ALV-UjW2jm6Rufkkc3Rh6pV7yFGAWOtu7a7D9pam__PoCkpDoUslVYA,best 👌,5,0,0.45.08,2025-03-21T15:15:41,,,0.45.08,best,positive
15489d9b-3f1b-4e69-9ad4-0f02d61ffd13,J B,https://play-lh.googleusercontent.com/a/ACg8ocIbn3cAmkNIoWhVek270nhwMoXX3O8ScmUVT6GDVpkV8yfGyA=mo,"It's great. But then it froze. What to do? i have tried to uninstall it, but this didn't work.",4,22,0.45.08,2025-03-20T08:49:27,,,0.45.08,great froze tried uninstall didnt work,negative
382c7f1b-5587-4ba9-9270-a161672969e5,Ussah Daniel,https://play-lh.googleusercontent.com/a-/ALV-UjX0szYMtBk1ogka57Qou2vzwx5CmmOANmhVFu1CQguTH9E11bvUBw,"The driver was kind, I wanted to pick up stuff in the shop. He assisted in getting it and didn't ask for anything extra",5,9,0.45.08,2025-03-19T17:25:57,,,0.45.08,driver kind wanted pick stuff shop assisted getting didnt ask anything extra,positive
815c387c-039b-40e6-8eba-2409fa5b62f7,Abiy M Emishaw / አቢይ መርዕድ/,https://play-lh.googleusercontent.com/a-/ALV-UjUkNqEPnE2JkdOVr_lEqw0ZcQqc1xqmoe_bEeEThwzyAqQp6-vc,Best service,5,0,0.45.08,2025-03-14T16:45:00,,,0.45.08,best service,positive
d10c64a2-734e-4487-b88f-6c5d60491c7e,Bire Biratu,https://play-lh.googleusercontent.com/a/ACg8ocJ3DFRpgmlNJV8g9kn2Ym4dCMnmME5T_friONngWS5Thy8vcQ=mo,Best,5,0,0.44.01,2025-03-13T15:56:23,,,0.44.01,best,positive
c72e416c-846e-403a-a734-aaebc577a163,wubshet Bitew,https://play-lh.googleusercontent.com/a-/ALV-UjUfr7eG2mO9V2YcbEtVB4ORcHSKFGBWvgITW91PklcMhdOdujU_,Excellent!!!,5,0,0.45.08,2025-03-11T17:48:36,,,0.45.08,excellent,positive
71c8addd-3bb7-4dbf-bee7-857564e82681,Azarias Berhane,https://play-lh.googleusercontent.com/a/ACg8ocLWIxB4s5jX8kv8NXUPz05l87nKNgXO0mbhiujEVvIlPuJc6A=mo,very good service,5,0,0.45.08,2025-03-11T14:56:17,,,0.45.08,good service,positive
14cde30a-9d31-435a-8e17-f1c2389a769f,Mahad Y. Mohamud,https://play-lh.googleusercontent.com/a/ACg8ocJqcbziDTkSMPsThnB8mTd1KvqWC-pKaFP7ZBz9oXCJsv8w3A=mo,driver arrived on time with excellent driver..,4,0,0.45.08,2025-03-09T00:17:07,,,0.45.08,driver arrived time excellent driver,positive
ac4e1d24-6a11-407a-8e8a-c06c7a15d6b5,Temesgen Aderew,https://play-lh.googleusercontent.com/a-/ALV-UjXLm7vGvFRd6V5XbaoYjcTBx5vTfJ-3HlhkVTj2s_GB3kCRVQE,very good,5,0,0.45.07,2025-03-05T21:00:11,,,0.45.07,good,positive
4e85c34f-34fa-431c-8c3a-83148098e1f2,Kaleb Markos,https://play-lh.googleusercontent.com/a-/ALV-UjUQ81vFIhSydRDRqdVIIp45XLYjeypx9w9c_m_Tl-t7qFJjdtQ,UI needs improvements,1,0,,2025-03-05T12:43:46,,,,ui needs improvements,neutral
78e88eb6-35d0-44dc-9d3e-a4dd836bbc80,Waaqoo,https://play-lh.googleusercontent.com/a/ACg8ocK9RmVhRgg4-ZivBUDWCS1l0IVmN1my4Bq0U06Pu1zGDAVfGA=mo,Waqoo,5,0,0.45.07,2025-03-03T01:02:51,,,0.45.07,waqoo,neutral
2d1316e1-6987-412e-adca-bc8cfe00830f,Abiy Mamushet,https://play-lh.googleusercontent.com/a-/ALV-UjVp4AOrbslJYi5JKtA2eUKczxuRbLcev4hAX3NJyrv4LCUnE4NU,😍😍😍😍,5,0,0.45.07,2025-03-01T15:14:53,"Dear User, thanks for your support. If you like us, please encourage us with 5★ : )",2022-01-12 16:07:25,0.45.07,,neutral
8f62dc9e-9a74-425f-8f9b-212876cc644d,Degol Desta,https://play-lh.googleusercontent.com/a/ACg8ocLncGWFJTrYLl-XrmwtqJkmHXqgBQAuUfSkEewrG0DmezcQ00k=mo,በጣም ጥሩ እና መልካም አሽከርካሪ ነዉ ።,5,0,0.45.07,2025-02-28T21:36:16,,,0.45.07,በጣም ጥሩ እና መልካም አሽከርካሪ ነዉ,positive
7a21a6b1-9b16-47eb-8d61-a2e00436ca9b,Damascene Kayiranga,https://play-lh.googleusercontent.com/a/ACg8ocLEoyK_r6rFUbnbKLBfCgqSE9SW-cBgjwtw7LClX4g7tmR2O8Ap=mo,the trip was awesome!! the driver was helpful and professional!! his communication is perfect,5,19,0.45.07,2025-02-28T19:43:47,,,0.45.07,trip awesome driver helpful professional communication perfect,positive
4d785baa-29bb-4bc8-9890-f0321e9f3bb4,Biniam Siyum Shibe (Bino),https://play-lh.googleusercontent.com/a-/ALV-UjXkuklF_Thw18P8aEDwTamNaPqgqlOaG48DJP8Ale0hiG2gRhQQ,Ride is the best in the city. The application the drivers the way they accept comments and feedbacks is just amazing,5,2,0.45.07,2025-02-27T18:58:49,,,0.45.07,ride best city application drivers way accept comments feedbacks amazing,positive
7217c49e-5638-472d-a82f-744b19bd6fa1,Libanos Gedamu,https://play-lh.googleusercontent.com/a/ACg8ocIPEIxVMBgDF4jABIqYyi3MqTzzmTJwwu4Jq9HAmvnSUsR01w=mo,👍,5,0,0.45.07,2025-02-23T20:21:56,,,0.45.07,,neutral
